|localhost:4500|GET|/.env|{}|{}|{"b":10,"bv":"81.0.4044.129","o":24,"ov":"x86_64","d":"","v":"","c":2,"i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212430-SIVADAVALSA DASAN OLT B","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.157"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":" 212426-PIRIDI DASAN OLT BBNL","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.153"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212412-KAMMAVALSA DASAN OLT BB","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.155"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212430-SIVADAVALSA DASAN OLT B","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.157"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"200007-MULAPLEM GP","mobile_num":"8523064793,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.215.47"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"234714-DAIVALARAVURU GP","mobile_num":"8523064793,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.203.85"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"200538-VENIGANDLA GP","mobile_num":"9121101448,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.202.109"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"200237-KOMMURU GP","mobile_num":"9121101448,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.215.171"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"213204-RAJAYYAPETA GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.187"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"213185-GANGANNAPADU GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.183"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"213198-NANDIGAM GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.185"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"213208-THERLAM GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.181"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"211730-TARLUVADA GP","mobile_num":"9121106939,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.220.13"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":" 212319-GULLEPALLE GP","mobile_num":"9395144391,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.211.163"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"213141-NIDAGALLU GP","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.210.185"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212378- VENGALARAYAPURAM GP","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.117"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212368-Nookalavada GP","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.111"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212379-Vengapuram GP","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.207"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212360-Barli GP","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.225"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212365-Mirthivalasa GP","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.239"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"235624-TALAMALLA GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.203.183"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212333-BADANGI GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.210.249"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"211884-LAKKAVARAM GP","mobile_num":"9395144391,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.211.45"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"199964- KODITATIPARRU GP","mobile_num":"8523064793,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.202.63"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"13080-mirthivalasa GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.129.55"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"33/11KV RYTHUBAZAR SS-II","mobile_num":"9676108993,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.238.147"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"33/11 KV GOTTIPROLU SS","mobile_num":"9493621280,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.238.115"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"33/11 KV Parawada SS","mobile_num":"8688525811,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.240.21"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"Barli Mso","mobile_num":"7893855571,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.195.215"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212423-PAKKI GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.159"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212417-KONDADEVUPALLI GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.129.79"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212409-JRANGARAYAPURAM GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.11"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"235237-KUNCHANGI GP","mobile_num":"9395144391,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.220.75"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"213209-UDDAVOLU GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.195"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"234715-BOLLAVARAPADU GP","mobile_num":"8523064793,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.203.47"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"33/11 KV Bomanhal SS","mobile_num":"9121296011,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.240.21"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"196673-KOTAPALLI GP","mobile_num":"9154143286,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.207.225"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"212248-CHINTHALA_AGRAHARAM GP","mobile_num":"9121106939,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.220.153"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212746-ARANADA GP","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.129.167"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"212366-narannaiduvalasa GP","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.129.97"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"204339-UPARAHAL GP","mobile_num":"9121101449,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.130.53"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"209172-VIDAVALUR GP","mobile_num":"9121106935,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.204.35"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"33/11 KV Palamanda","mobile_num":"9154143262,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.253.159"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"33/11KV ETUR SS","mobile_num":"7989518771,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.236.73"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"33/11 KV Devanabanda SS","mobile_num":"7993587966,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.251.81"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"33/11 KV Palamanda","mobile_num":"9154143262,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.253.159"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"214862-Veerammakunta GP","mobile_num":"9121106815,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.134.57"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"203561-DEVARAGUNTA GP","mobile_num":"8977945137,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.201.157"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"199355-Balarampuram GP","mobile_num":"9121106817,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.135.91"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"214849-Kothuru GP","mobile_num":"9121106815,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.134.53"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"235084-JC.Agraharam GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.216.209"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"214502-Ponangi GP","mobile_num":"9121106815,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.134.63"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"202782-CHINNAMATTAPALLI GP","mobile_num":"9154840792,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.221.193"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"211744-KOTHURU GP","mobile_num":"9154892561,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.220.121"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"33/11 KV Voggampalli SS","mobile_num":"9640401090,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.225.9"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/inventory/updatebbnlboxinvntrydtls|{"data":{"adhr_nu":435277691737,"actvn_dt":null,"agnt_id":1292,"apsf_unq_id":0,"apsfl_bbnl":4,"blng_cntct_nm":"","blng_cycle_id":0,"blng_dstrct_id":3,"blng_eml1_tx":"","blng_house_flat_no":"1-1","blng_lnd_nu":null,"blng_lcly_tx":"hall","blng_mndl_id":26,"blng_buildingname":"main road","blng_pn_cd":531219,"blng_ste_id":0,"blng_std_cd":891,"blng_streetname":"","blng_vlge_id":6274,"blble_caf_in":0,"caf_type_id":1,"cnctn_sts_id":1,"cst_at":"291.00","cpe_pop_id":638,"crnt_caf_sts_id":1,"crnt_pckge_id":"79","custInfo":{"adhr_nu":435277691737,"actvn_dt":null,"apsfl_bbnl":4,"blng_cntct_nm":"","blng_dstrct_id":3,"blng_eml1_tx":"","blng_house_flat_no":"1-1","blng_lnd_nu":null,"blng_lcly_tx":"main road","blng_mndl_id":26,"blng_buildingname":"main road","blng_pn_cd":531219,"blng_ste_id":1,"blng_std_cd":891,"blng_streetname":"","blng_vlge_id":6274,"custmrTyp":"","dob_dt":"1980-01-19","frst_nm":"RAJU ","frqncy_id":1,"gndr_id":1,"instl_buildingname":"main road","instl_chk_ind":false,"instl_house_flat_no":"1-1","instl_pincode":531219,"instl_state":1,"instl_streetname":"","lst_nm":"HAMSA","loc_dstrct_id":3,"loc_eml1_tx":"","loc_lnd_nu":null,"loc_lmdle1_nu":"0","loc_lcly_tx":"hall","loc_mndl_id":26,"loc_std_cd":891,"loc_vlge_id":6274,"mdlr_nm":"","mbl_nu":0,"pan_nu":"","pop_id":638,"rltve_nm":"","tle_nm":"Mr"},"custmrTyp":"","dob_dt":"1980-01-19","dprmnt_id":0,"efcte_dt":"2016-10-18","enty_sts_id":1,"expry_dt":"9999-12-31","frst_nm":"RAJU ","frqncy_id":1,"gndr_id":1,"inst_amt":"","instl_buildingname":"main road","instl_chk_ind":true,"instl_house_flat_no":"1-1","instl_pincode":531219,"instl_state":1,"instl_streetname":"","iptv_bx_amt":null,"iptv_bx_emi":"0","iptv_bx_own":"No","iptv_bx_srl_num":"MK3RRRG431K1090","iptv_bx_up_amt":"0","iptv_mac_addr_tx":"9C:65:EE:70:15:C6","iptv_mdl":"IPTV Basic Box-UPF:0","iptv_stpbx_id":956035126,"lst_nm":"HAMSA","lat":0,"lvl1_slt":3,"lvl2_slt":2,"lvl3_slt":5,"lg_id":"lag::","loc_eml1_tx":"","loc_lmdle1_nu":"0","loc_lcly_tx":"hall","loc_dstrct_id":3,"loc_lnd_nu":null,"loc_mndl_id":26,"loc_std_cd":891,"loc_vlge_id":6274,"lng":0,"mdlr_nm":"","mbl_nu":"0","olt_acs_nde_id":"240067","olt_crd_nu":1,"olt_id":2161,"olt_ip_addr_tx":"172.16.240.67","olt_prt_nm":2,"olt_prt_id":11635,"olt_prt_splt_tx":"3-2-5","olt_srl_nu":"9302100004","onu_amt":"50","onu_emi":"50","onu_id":85,"onu_mac_addr_tx":"9C:65:EE:68:88:09","onu_mdl":"DSN-COMBO","onu_own":0,"onu_srl_nu":"DSNW26688808","onu_stpbx_id":956035127,"onu_up_frmt_amt":"0","orgsn_cd":"","pan_nu":"","pop_id":638,"prnt_cstmr_id":0,"prv_Dtls":{"accessId":"9c65.ee68.88099c65.ee68.8809","address":"1-1,,hall","admin":"1","card":1,"contactno":"0","countryCode":"INDIA","countryISO2":"IN","districtCode":"Visakhapatnam","downstreamTrafficProfileName":" ","emailid":"","fec":"true","firstname":"RAJU ","fup":"7Mbps_UP_20Mbps_DOWN","identityProofId":0,"ipAddress":"172.16.240.67","lastname":"HAMSA","mandal":"PADMANABHAM","name":"","nativeVlan":false,"networkServiceName":"HSI","olt_srl_nu":"9302100004","onuId":85,"partnerCode":"LMO1292","profileName":"DSN-COMBO","registerType":"1","serialNumber":"44534E5726688808","srvcs":[{"chrge_at":0,"cre_srvce_id":2,"gst_at":0,"srvcpk_id":62,"srvcpk_nm":"Free To Air"},{"chrge_at":0,"cre_srvce_id":3,"gst_at":0,"srvcpk_id":31,"srvcpk_nm":"Basic VOIP Services"},{"chrge_at":246.61,"cre_srvce_id":1,"gst_at":44.39,"srvcpk_id":12,"srvcpk_nm":"20Mbps-150GB-2Mbps"}],"stateCode":"AP","swUpgradeMode":"2","tp":2,"tps":["2"],"upstreamTrafficProfileName":"APSFL_7mbps 4474","village":"PADMANABHAM","aghra_cd":"172.16.240.67-1-10-85-HSI","adjstdPrt":10,"aaa_cd":"lag:240067:1:2:85","crps_mdlwr_in":1,"ds_mdlwr_in":0,"vndr":3,"ztevlan":null,"iptv_crnt_pckge_id":"79","newFup":"7Mbps_UP_20Mbps_DOWN","servicepacks":[{"servicepack":"Free To Air","expirydate":"29991231"}],"ZTEstatus":false,"adhr_nu":435277691737,"actvn_dt":null,"agnt_id":1292,"apsf_unq_id":0,"apsfl_bbnl":4,"blng_cntct_nm":"","blng_cycle_id":0,"blng_dstrct_id":3,"blng_eml1_tx":"","blng_house_flat_no":"1-1","blng_lnd_nu":null,"blng_lcly_tx":"hall","blng_mndl_id":26,"blng_buildingname":"main road","blng_pn_cd":531219,"blng_ste_id":0,"blng_std_cd":891,"blng_streetname":"","blng_vlge_id":6274,"blble_caf_in":0,"caf_type_id":1,"cnctn_sts_id":1,"cst_at":"291.00","cpe_pop_id":638,"crnt_caf_sts_id":1,"crnt_pckge_id":"79","custInfo":{"adhr_nu":435277691737,"actvn_dt":null,"apsfl_bbnl":4,"blng_cntct_nm":"","blng_dstrct_id":3,"blng_eml1_tx":"","blng_house_flat_no":"1-1","blng_lnd_nu":null,"blng_lcly_tx":"main road","blng_mndl_id":26,"blng_buildingname":"main road","blng_pn_cd":531219,"blng_ste_id":1,"blng_std_cd":891,"blng_streetname":"","blng_vlge_id":6274,"custmrTyp":"","dob_dt":"1980-01-19","frst_nm":"RAJU ","frqncy_id":1,"gndr_id":1,"instl_buildingname":"main road","instl_chk_ind":false,"instl_house_flat_no":"1-1","instl_pincode":531219,"instl_state":1,"instl_streetname":"","lst_nm":"HAMSA","loc_dstrct_id":3,"loc_eml1_tx":"","loc_lnd_nu":null,"loc_lmdle1_nu":"0","loc_lcly_tx":"hall","loc_mndl_id":26,"loc_std_cd":891,"loc_vlge_id":6274,"mdlr_nm":"","mbl_nu":0,"pan_nu":"","pop_id":638,"rltve_nm":"","tle_nm":"Mr"},"custmrTyp":"","dob_dt":"1980-01-19","dprmnt_id":0,"efcte_dt":"2016-10-18","enty_sts_id":1,"expry_dt":"9999-12-31","frst_nm":"RAJU ","frqncy_id":1,"gndr_id":1,"inst_amt":"","instl_buildingname":"main road","instl_chk_ind":true,"instl_house_flat_no":"1-1","instl_pincode":531219,"instl_state":1,"instl_streetname":"","iptv_bx_amt":null,"iptv_bx_emi":"0","iptv_bx_own":"No","iptv_bx_srl_num":"MK3RRRG431K1090","iptv_bx_up_amt":"0","iptv_mac_addr_tx":"9C:65:EE:70:15:C6","iptv_mdl":"IPTV Basic Box-UPF:0","iptv_stpbx_id":956035126,"lst_nm":"HAMSA","lat":0,"lvl1_slt":3,"lvl2_slt":2,"lvl3_slt":5,"lg_id":"lag::","loc_eml1_tx":"","loc_lmdle1_nu":"0","loc_lcly_tx":"hall","loc_dstrct_id":3,"loc_lnd_nu":null,"loc_mndl_id":26,"loc_std_cd":891,"loc_vlge_id":6274,"lng":0,"mdlr_nm":"","mbl_nu":"0","olt_acs_nde_id":"240067","olt_crd_nu":1,"olt_id":2161,"olt_ip_addr_tx":"172.16.240.67","olt_prt_nm":2,"olt_prt_id":11635,"olt_prt_splt_tx":"3-2-5","onu_amt":"50","onu_emi":"50","onu_id":85,"onu_mac_addr_tx":"9C:65:EE:68:88:09","onu_mdl":"DSN-COMBO","onu_own":0,"onu_srl_nu":"DSNW26688808","onu_stpbx_id":956035127,"onu_up_frmt_amt":"0","orgsn_cd":"","pan_nu":"","pop_id":638,"prnt_cstmr_id":0,"prv_Dtls":"[Circular ~.data.prv_Dtls]","rltve_nm":"","splt_id":634274,"status":1,"tel_cns":"0","tle_nm":"Mr","aghora_cd":"172.16.240.67-1-10-85","prpd_in":0,"hsi_prfl_tx":"7Mbps_UP_20Mbps_DOWN","ott_pckge_nm":null,"ott_price":null,"cafNumber":200271501},"rltve_nm":"","splt_id":634274,"status":1,"tel_cns":1,"tle_nm":"Mr","aghra_cd":"172.16.240.67-1-10-85-HSI","aghora_cd":"172.16.240.67-1-10-85","aaa_cd":"lag:240067:1:2:85","prpd_in":0,"hsi_prfl_tx":"7Mbps_UP_20Mbps_DOWN"},"caf_id":200271501,"user":{"frst_nm":"HAMSA SANNI BABU","pswrd_encrd_tx":"2efee15a92d5b2a1cef389eba4ad59c0f801e8a7","wallet_flag":1,"prpd_flag":1,"lst_nm":null,"mrcht_id":1,"mrcht_nm":"Dreamstep Software Innovations","mrcht_usr_id":19842,"pwd_chngd_in":0,"chng_lg_in":0,"hyrchy_id":null,"hyrchy_grp_id":null,"admn_in":0,"mrcht_usr_nm":"LMO1292","mbl_nu":9885936349,"orgn_id":null,"dprts_id":null,"dsgn_id":null,"usr_ctgry_nm":"LMO","usr_ctgry_id":8,"usr_ctgry_ky":1292,"sde_mnu_prfl_id":2000001,"mnu_prfle_id":5,"rpt_prfle_id":41,"stp_prfle_id":23,"lmo_org_nm":"SATISH CABLE NET WORK","lmo_cd":"LMO1292","mso_cd":"MSO1522","app":"app","cmpnt_id":2,"user_id":19842,"aud":"http://dreamstep.com","iss":"Dreamstep","sub":"19842_user","iat":1705626770,"exp":1705637570,"jti":"17"}}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"33/11 KV Palamanda","mobile_num":"9154143262,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.253.159"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
